"id","area","feature","user_story","expected_behavior","code_evidence","docs_evidence","test_layer","feature_status","test_status","next_verification","defects","notes"
"US-051","Docs and screenshots","Feature screenshot documentation gate","As a maintainer, I want frontend changes to include representative screenshots so UI PRs have visual evidence.","Screenshot checker should fail frontend PR descriptions without embedded HTTPS screenshot images and docs should explain capture/storage rules.","scripts/verify-frontend-screenshot.mjs; src/config/frontendScreenshotCheck.test.ts; docs/developer/screenshot-documentation.md; src/components/DocsLink.tsx","docs/developer/screenshot-documentation.md; docs/specs/2026-05-12-core-feature-screenshot-documentation.md","unit","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun the concrete verification commands recorded in this row before PR or after related changes. Also rerun npm run test -- src/components/OnboardingHint.test.tsx.","No defects recorded in current audit.","Local screenshot paths alone are intentionally insufficient for PR gate. DocsLink is the shared external documentation-link component used by first-run, Queue, Library, and terminal help surfaces. Focused subfeature verification on 2026-06-22 passed: npm run test -- src/components/ContextMenu.test.tsx src/components/ListEditor.test.tsx src/components/SidebarResizeHandle.test.tsx src/components/AdvancedSettings.test.tsx src/components/OnboardingHint.test.tsx src/layout/SidebarContentPane.test.tsx src/layout/watchlist/AgentWatchlist.test.tsx src/layout/watchlist/ColumnPicker.test.tsx src/layout/watchlist/watchlistUtils.test.ts src/views/GridView.test.tsx src/features/grid/AgentChatView.test.tsx src/features/grid/activityBlocks.test.ts src/features/grid/workLogPresentation.test.ts src/features/grid/markdown/ChatMarkdown.test.tsx src/features/workflows/builder/BuilderCanvas.test.tsx src/features/workflows/builder/autoLayout.test.ts src/features/workflows/builder/blueprintGraph.test.ts src/features/workflows/builder/nodeSummary.test.ts src/features/workflows/run/RunList.test.tsx src/features/workflows/run/WorkflowObserveMode.test.tsx src/features/workflows/run/statusColors.test.ts src/features/workflows/run/RunDag.test.tsx src/features/workflows/run/EventTimeline.test.tsx src/features/workflows/run/NodeInspector.test.tsx src/features/workflows/run/replay.test.ts src/features/workflows/run/useRunStore.test.ts src/features/workflows/monitor/ActiveRunsList.test.tsx src/features/workflows/monitor/WorkflowMonitorGlance.test.tsx src/features/workflows/monitor/WorkflowMonitor.test.tsx src/features/remote/RemoteMobileApp.test.tsx src/features/remote/useRemoteStore.test.ts (27 files, 322 tests)."
"US-052","Docs","Cross-platform docs hygiene","As a contributor, I want docs and examples to avoid local machine paths by default so contributors on different OSes can follow them.","Docs should use placeholders for absolute paths, show POSIX shell first and PowerShell second when both apply, and label Windows-only content explicitly.","src/config/crossPlatformAudit.test.ts; docs; AGENTS.md","AGENTS.md; docs/developer/docs-maintenance.md","unit","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun the concrete verification commands recorded in this row before PR or after related changes.","No defects recorded in current audit.","Cross-platform docs audit passed. Command evidence: npm run test -- src/config/crossPlatformAudit.test.ts; rg -n ""<local-user-path-pattern>|<local-workspace-path-pattern>"" docs/feature-user-story-status.csv docs/developer docs/specs."
"US-053","App resilience","Error boundaries","As a user, I want app crashes contained so one React error does not blank the whole desktop without explanation.","App should wrap the body in ErrorBoundary and render fallback/reporting behavior when child components throw.","src/views/App.tsx; src/components/ErrorBoundary.tsx","docs/developer/architecture.md","unit","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun npm run test -- src/components/ErrorBoundary.test.tsx before PR or after error-boundary changes.","No defects recorded in current audit.","Verified normal child rendering, fatal fallback copy, and reload action in ErrorBoundary unit tests."
"US-054","Garden","Preliminary spatial Garden canvas","As an operator, I want a spatial Garden view with draggable agent and workflow units so I can arrange active work as a living command map instead of another table.","Garden should render agents and workflows as Konva canvas units, seed positions from graph/workflow data, allow pan, zoom, select, and drag, persist drag positions locally, pulse only active units, and open selected agents back in Grid without owning canonical runtime state.","src/views/GardenView.tsx; src/features/garden/GardenCanvas.tsx; src/features/garden/AgentUnit.tsx; src/features/garden/WorkflowUnit.tsx; src/features/garden/gardenProjection.ts; src/features/garden/gardenStatus.ts; src/features/garden/GardenContextMenu.tsx; src/store/useGardenStore.ts; src/layout/titlebar/WorkspaceTabs.tsx; src/views/App.tsx","docs/specs/2026-06-23-garden-preliminary-implementation.md; docs/specs/2026-06-02-malleable-garden.md; docs/specs/2026-06-07-navigation-layout-v2.md","unit+browser","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun npm run test and npm run test:e2e before PR or after Garden changes.","Tracker defect resolved in this branch: previous row still described Garden as a placeholder after origin/main implemented the preliminary Garden canvas.","Verified by full npm run test and Garden browser E2E cases on 2026-06-23. Current implementation intentionally uses localStorage positions and pins only; disk-backed inspectable scenes, broader EntityRef kinds, annotations, and HabitatLayout hosting remain documented future scope."
"US-055","Backend infrastructure","Command, state, and utility support","As a maintainer, I want Wardian's backend command dispatch, shared state, and utilities to remain coherent so user-facing workflows have reliable native support.","The Tauri backend should centralize command handlers, app state, mailbox/interaction tracking, terminal attach text, delivery transactions, migrations, logging, filesystem, onboarding, process, and input helpers behind documented architecture boundaries.","src-tauri/src/commands; src-tauri/src/state; src-tauri/src/utils","docs/developer/architecture.md; docs/developer/state-management.md; docs/developer/tauri-command-reference.md","backend","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun cd src-tauri && cargo check && cargo clippy && cargo test after backend command, state, or utility changes.","No defects recorded in current audit.","Backend support modules are covered as infrastructure for the user-facing command, lifecycle, terminal, remote, workflow, settings, and CLI stories. Broad backend verification on 2026-06-22 passed with cargo check, cargo clippy, and cargo test."
"US-056","Garden","Inspectable Garden scene model","As a power user, I want Garden scenes to reference Wardian entities by stable identity so spatial arrangements can evolve without duplicating agent, workflow, skill, memory, or filesystem state.","Future Garden scene records should store portable EntityRef references, layout, filters, annotations, and local relationship edges while resolving real actions through the owning backend command or filesystem boundary.","src/features/garden/garden.types.ts; src/store/useGardenStore.ts; src/features/graph/graphProjection.ts; src-tauri/src/commands; crates/wardian-core/src/models","docs/specs/2026-06-02-malleable-garden.md; docs/specs/2026-06-07-navigation-layout-v2.md; docs/specs/2026-06-23-garden-preliminary-implementation.md","future+unit+native","future_deferred_2026-06-23","not_applicable_future_deferred_2026-06-23","After disk-backed scenes are implemented, add unit/native tests proving scene persistence stores portable EntityRef layout records and does not mutate canonical agent/workflow/library state.","No current operational defect: docs/specs/2026-06-23-garden-preliminary-implementation.md explicitly defers disk-backed inspectable scenes, broader EntityRef kinds, annotations, and HabitatLayout hosting.","Added from docs/spec audit beyond the original E2E-centered tracker. Current Garden implementation intentionally covers the preliminary agent/workflow canvas in US-054; this row records future scope rather than an untested current behavior."
"US-057","Platform support","Cross-platform runtime compatibility","As a user on Windows, macOS, or Linux, I want Wardian to document and preserve platform-specific runtime guarantees so terminal and packaging behavior is predictable on my OS.","Docs and runtime checks should identify Windows native support, macOS/Linux stable support, provider prerequisites, PTY caveats, packaging differences, and troubleshooting paths without using one OS as an unmarked default.","src-tauri/src/utils; src-tauri/src/commands/terminal.rs; src-tauri/tauri.conf.json; scripts/package-managers; .github/workflows","docs/os-support.md; docs/developer/setup.md; docs/developer/package-manager-distribution.md; docs/developer/pty-lifecycle.md; AGENTS.md","docs+unit+native","docs_audited_2026-06-23","partial_passed_2026-06-24","Run OS-specific native runtime/package checks on macOS and Linux before marking cross-platform runtime compatibility complete; release/install readiness is tracked in GitHub issue #333, and Flatpak/Flathub feasibility remains tracked in GitHub issue #541.","No defect found in the Windows/local documentation, package-manifest, native setup, or native preflight checks. Full macOS/Linux native runtime validation was not run in this loop. Public-release install/update readiness remains out of scope for this PR and tracked in GitHub issue #333; Flatpak feasibility remains out of scope and tracked in GitHub issue #541.","Verified static cross-platform docs/package contracts and native setup/preflight coverage on 2026-06-23: npm run test -- src/config/crossPlatformAudit.test.ts src/config/packageManagerManifestGenerator.test.ts (2 files, 5 tests); node --test e2e-native/tests/native-preflight.test.mjs e2e-native/tests/setup-script.test.mjs (16 tests). These checks cover macOS/Linux guidance and configuration paths, but they do not replace real macOS/Linux native runtime or package installation runs. Issue state audited on 2026-06-24: GitHub issue #333 is OPEN (Run public-release install and update readiness drill, https://github.com/wardian-app/Wardian/issues/333, updated 2026-05-20T20:44:42Z) and GitHub issue #541 is OPEN (Evaluate Flatpak and Flathub distribution for Linux desktop users, https://github.com/wardian-app/Wardian/issues/541, updated 2026-06-12T05:54:33Z)."
"US-058","Agent classes","Agent roles and responsibility model","As a workspace lead, I want default and custom agent roles to have clear responsibilities so I can choose the right class for coding, review, orchestration, research, design, and writing work.","Role docs should describe default class intent and customization points, while class management should persist templates and spawn agents using those selected instructions without conflating runtime status with role identity.","src/features/agents/ClassManagerPanel.tsx; src/features/agents/ConfigureAgentPanel.tsx; src-tauri/src/commands/class.rs; crates/wardian-core/src/models","docs/agents/roles.md; docs/guide/class-management.md; docs/specs/2026-03-16-library-system.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun agent class/config panel tests plus native spawn-generated-name before PR or after role/class changes.","No defects recorded in current audit.","Verified class manager, configure/spawn provider config tests, backend cargo tests, and native spawn-generated-name target on 2026-06-23."
"US-059","Docs","Public documentation site","As a prospective or current user, I want the public docs site to build and publish the same guidance shipped in the repo so Wardian documentation is discoverable outside the app.","Docs site commands should build from the repository docs, preserve content rules, expose llms.txt, and keep publication workflow separate from local app runtime state.","docs/public/llms.txt; package.json; vite.config.ts; scripts/verify-frontend-screenshot.mjs","docs/developer/docs-site.md; docs/index.md; docs/developer/docs-maintenance.md; docs/public/llms.txt","docs+build","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun npm run docs:build and npm run docs:check-llms before PR or after docs-site changes.","No defects recorded in current audit.","Verified docs site build and llms.txt check on 2026-06-23."
"US-060","IPC","Command and event governance","As a frontend or backend contributor, I want Tauri commands and backend events to follow a documented contract so UI state and native state stay synchronized.","Command payloads should use snake_case DTOs, event names should be governed, live control should expose documented semantics, and command changes should update the Tauri command reference and IPC docs.","src-tauri/src/commands; src-tauri/src/lib.rs; src-tauri/src/control.rs; crates/wardian-core/src/control.rs; src/types/index.ts","docs/developer/ipc-events.md; docs/developer/tauri-command-reference.md; docs/developer/architecture.md","unit+backend+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun cargo test and src/types/types.test.ts after IPC or DTO changes.","No defects recorded in current audit.","Verified TypeScript DTO tests and full backend cargo test on 2026-06-23."
"US-061","Providers","Shared provider runtime invariants","As a maintainer, I want each provider runtime to obey shared Wardian invariants while preserving provider-specific launch and input behavior so orchestration remains predictable.","Provider runtimes should expose executable readiness, spawn through the PTY lifecycle, classify status consistently, support safe input delivery, and document provider-specific caveats for Antigravity, Claude, Codex, OpenCode, and Gemini.","src-tauri/src/providers; src-tauri/src/delivery; src-tauri/src/commands/terminal.rs; src/features/agents/providerOptions.ts","docs/providers.md; docs/developer/provider-runtimes.md; docs/specs/2026-03-15-multi-provider.md; docs/specs/2026-05-13-provider-config.md; docs/specs/2026-05-19-provider-readiness-gating.md","unit+native+real-provider","docs_audited_2026-06-23","tested_passed_2026-06-24","Keep maintained-provider delivery/rendering native smokes current with each provider runtime change; Gemini remains documented as unmaintained and is not part of the current maintained-provider completion gate.","No delivery/rendering invariant defect found for Codex, Claude, OpenCode, or Antigravity in the verified maintained-provider scope. Resolved combined non-Gemini delivery matrix flake by killing each provider agent before starting the next provider; tracked in GitHub issue #578. Resolved real-provider rendering audit capture gap by forcing a terminal-debug native rebuild; tracked in GitHub issue #576. Resolved Antigravity real-provider rendering audit coverage in GitHub issue #579. Maintained-provider real rendering passed for Codex, Claude, OpenCode, and Antigravity on 2026-06-23; Gemini remains documented as unmaintained and was removed from current real-provider completion blockers after GitHub issue #581 was closed NOT_PLANNED on 2026-06-24. UI label refresh on 2026-06-24 removed user-facing Gemini maintenance wording while preserving the unavailable-provider label: npm run test -- src/features/agents/providerOptions.test.ts src/features/agents/SpawnAgentPanel.test.tsx.","Verified provider option tests, backend provider/readiness tests, native provider-readiness target, and safe real-provider skip paths on 2026-06-23. Real-provider continuation on 2026-06-23 passed delivery for codex, claude, opencode, and antigravity with: WARDIAN_E2E_REAL_DELIVERY=1 WARDIAN_E2E_DELIVERY_ALLOW_PARTIAL=1 WARDIAN_E2E_DELIVERY_PROVIDERS=codex,claude,opencode,antigravity WARDIAN_E2E_DELIVERY_CASES=mailbox-short WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/provider-delivery-real-native.test.mjs. Provider-specific smokes also passed: WARDIAN_E2E_REAL_OPENCODE=1 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/opencode-native.test.mjs; WARDIAN_E2E_REAL_ANTIGRAVITY=1 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/antigravity-native.test.mjs; WARDIAN_E2E_REAL_CODEX_SANDBOX=1 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/codex-windows-sandbox-native.test.mjs. Follow-up verification on 2026-06-23 passed the combined non-Gemini delivery command after adding per-provider cleanup; see GitHub issue #578. Antigravity real-provider rendering audit passed on 2026-06-23: WARDIAN_E2E_REAL_RENDERING=1 WARDIAN_E2E_RENDERING_PROVIDERS=antigravity WARDIAN_E2E_RENDERING_TWO_COLUMN_LAYOUT=0 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/real-provider-rendering-native.test.mjs (1 test passed); see GitHub issue #579. Real-provider rendering continuation on 2026-06-23 passed for supported non-Gemini providers after the debug rebuild fix: WARDIAN_E2E_REAL_RENDERING=1 WARDIAN_E2E_RENDERING_PROVIDERS=codex,claude,opencode WARDIAN_E2E_RENDERING_TWO_COLUMN_LAYOUT=0 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/real-provider-rendering-native.test.mjs (1 test passed). Antigravity real-provider rendering audit passed on 2026-06-23: WARDIAN_E2E_REAL_RENDERING=1 WARDIAN_E2E_RENDERING_PROVIDERS=antigravity WARDIAN_E2E_RENDERING_TWO_COLUMN_LAYOUT=0 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/real-provider-rendering-native.test.mjs (1 test passed). Issue state audited on 2026-06-24: GitHub issue #581 is CLOSED/NOT_PLANNED because Gemini is no longer maintained (https://github.com/wardian-app/Wardian/issues/581, updated 2026-06-24T06:40:03Z)."
"US-062","Providers","Provider configuration split","As a user configuring agents, I want provider-specific settings separated from generic agent metadata so runtime options do not leak across providers.","Agent configuration should keep shared fields stable while provider runtime fields are interpreted only by the owning provider and serialized without breaking older agent records.","src/types/index.ts; src/features/agents/SpawnAgentPanel.tsx; src/features/agents/ConfigureAgentPanel.tsx; crates/wardian-core/src/models; src-tauri/src/providers","docs/specs/2026-05-13-provider-config.md; docs/developer/ipc-events.md; docs/providers.md","unit+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun provider config serialization, spawn/configure panel tests, backend tests, and provider-readiness native target after provider config changes.","No defects recorded in current audit.","Verified provider settings store/config panels, provider option tests, cargo test, and native provider-readiness on 2026-06-23."
"US-063","Communication","Provider-native interaction delivery control plane","As an operator, I want Wardian to send prompts through the provider-native interaction channel when possible so agents receive work without brittle terminal text scraping.","Delivery should create explicit interaction intents, track delivery states, preserve caller identity, handle PTY/headless boundaries, and expose local control errors instead of silently dropping prompts.","src-tauri/src/delivery; src-tauri/src/control.rs; src-tauri/src/state/interactions.rs; crates/wardian-core/src/control.rs; crates/wardian-cli/src/live.rs","docs/specs/2026-06-07-provider-native-communication.md; docs/specs/2026-05-25-interaction-control-plane.md; docs/specs/2026-05-22-agent-delivery-transport.md; docs/specs/2026-05-07-agent-watch-and-communication.md","native+real-provider","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun CLI send/ask/watch native targets and the real-provider delivery matrix before PR or after delivery/control-plane changes.","Resolved tracker/test drift: real delivery state is submit_sent_unconfirmed, matching backend/CLI contract. No provider-native delivery defect remains in the verified scope for Codex, Claude, OpenCode, Antigravity, or Gemini. Resolved combined non-Gemini delivery matrix flake by killing each provider agent before starting the next provider; tracked in GitHub issue #578. Resolved Gemini modal readiness bug by rejecting the API-key prompt as an input-ready composer state before draining queued delivery.","Verified CLI send/ask/watch native paths, backend control/delivery tests, provider delivery parser, and real-provider skip path on 2026-06-23. Real-provider delivery continuation on 2026-06-23 passed for codex, claude, opencode, and antigravity after updating the native test from stale submit_sent_unverified to submit_sent_unconfirmed: WARDIAN_E2E_REAL_DELIVERY=1 WARDIAN_E2E_DELIVERY_ALLOW_PARTIAL=1 WARDIAN_E2E_DELIVERY_PROVIDERS=codex,claude,opencode,antigravity WARDIAN_E2E_DELIVERY_CASES=mailbox-short WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/provider-delivery-real-native.test.mjs (2 tests passed). Follow-up verification on 2026-06-23 passed the combined non-Gemini delivery command after adding per-provider cleanup; see GitHub issue #578. Normal native CLI send/ask/watch refresh passed on 2026-06-23 with npm run test:e2e:native -- e2e-native/tests/cli-shared-state-native.test.mjs (8 passed, 1 real Codex opt-in skip). Gemini real-provider delivery continuation on 2026-06-23 passed with strict marker validation: WARDIAN_E2E_REAL_DELIVERY=1 WARDIAN_E2E_DELIVERY_ALLOW_PARTIAL=1 WARDIAN_E2E_DELIVERY_PROVIDERS=gemini WARDIAN_E2E_DELIVERY_CASES=mailbox-short WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/provider-delivery-real-native.test.mjs (3 passed, no skips)."
"US-064","Communication","Structured ask/reply mailbox","As an agent coordinating with peers, I want structured ask/reply requests so delegated work has a request id, delivery evidence, and an explicit done/blocked/failed answer.","The CLI should send asks with backend-owned request ids, watch for replies, persist mailbox state, accept structured reply statuses, and return delivery/watch evidence as JSON.","crates/wardian-cli/src/main.rs; crates/wardian-cli/src/live.rs; src-tauri/src/state/mailbox.rs; src-tauri/src/state/interactions.rs; src-tauri/src/control.rs","docs/specs/2026-05-13-structured-ask-reply.md; docs/specs/2026-05-07-cli-agent-control.md; docs/guide/cli.md","native+cli","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun CLI shared-state native target after ask/reply/mailbox/control changes.","No defects recorded in current audit.","Verified native CLI ask output cursor behavior, prompt echo filtering, explicit structured reply completion, and backend mailbox/control tests on 2026-06-23."
"US-065","CLI","Readable watch output and live control parity","As an automation author, I want CLI watch/list/control commands to expose readable output and parity with app actions so scripts can observe and steer agents reliably.","CLI output should preserve JSON schema, expose status source, sanitize readable terminal output by default, support explicit raw output, and reject unsupported shapes like thread targeting clearly.","crates/wardian-cli/src/main.rs; crates/wardian-cli/src/live.rs; src-tauri/src/control.rs; src-tauri/src/state/app_state.rs; src-tauri/src/utils/terminal_input.rs; e2e-native/tests/cli-shared-state-native.test.mjs","docs/specs/2026-05-18-agent-watch-readable-output.md; docs/specs/2026-05-12-cli-surface-parity.md; docs/specs/2026-04-21-wardian-cli-and-agent-command.md; docs/guide/cli.md","native+cli","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun npm run test:e2e:native and the CLI shared-state native target before PR or after CLI/control changes.","Operational defect fixed in this branch: app-created mock agent CLI visibility raced the provider's first turn and sometimes asserted idle before the mock provider finished.","Fixed by waiting for the live CLI status field to reach idle before asserting the full agent record. Verified by targeted CLI shared-state native run and full npm run test:e2e:native on 2026-06-23."
"US-066","CLI","Copy full agent command","As a user moving work to an external terminal, I want to copy a complete command for an agent so I can reproduce its provider invocation outside Wardian.","The copied command should include provider executable, workspace, environment assumptions, and quoting appropriate for the target shell without exposing secrets.","src/components/AgentContextMenu.tsx; src/features/terminal/AgentTerminal.tsx; src-tauri/src/providers; src-tauri/src/commands/agent.rs","docs/specs/2026-05-13-copy-full-agent-command.md; docs/guide/grid.md; docs/developer/provider-runtimes.md","unit+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun full-agent-command backend/UI coverage after copy-command or provider launch changes.","Resolved: Windows copy-command generation for shell-wrapped providers could embed an auto-selected nested shell in the copied OpenCode/Antigravity command instead of invoking the provider executable through the user's selected copy shell. The external-command smoke now runs copied commands against fake Codex, Claude, OpenCode, and Antigravity executables and verifies Wardian identity/env propagation without real provider accounts.","Verified backend full_agent_command tests and UI copy-command unit coverage on 2026-06-23. Added and verified non-Gemini provider copy-command coverage: cargo test -p Wardian full_agent_command_builds_copyable_resume_for_each_non_gemini_provider; cargo test -p Wardian full_agent_command_runs_with_fake_external_provider_executables."
"US-067","Agent identity","Agent names, ids, ordering, and status transition gates","As an operator, I want agent names, ids, ordering, and status transitions to be stable so the app and CLI refer to the same sessions without confusing stale states.","Agents should have globally unique CLI-friendly identities, show ids when needed, order consistently in lists, persist status events, and avoid false idle/off transitions until runtime evidence supports them.","src-tauri/src/state/app_state.rs; src-tauri/src/manager/telemetry.rs; src-tauri/src/control.rs; crates/wardian-cli/src/main.rs; src/layout/watchlist/AgentWatchlist.tsx","docs/specs/2026-04-20-agent-identity-and-status-tracking.md; docs/specs/2026-05-18-agent-id-display.md; docs/specs/2026-05-04-agent-list-ordering.md; docs/specs/2026-05-12-agent-status-transition-gate.md; docs/specs/2026-05-31-claude-status-transition-consistency.md","unit+native+cli","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun native CLI shared-state/spawn-generated-name targets and backend status/order tests after identity or status changes.","No defects recorded in current audit.","Verified native app-created agent visibility, off-agent visibility, control commands, spawn-generated-name, watchlist unit tests, and backend status/order tests on 2026-06-23."
"US-068","Runtime policy","Session persistence and runtime shell policy","As a user, I want session persistence and shell selection to match my intent so agents start in the expected workspace and restart behavior is explainable.","Settings should distinguish restore/new-session policy, choose runtime shells per provider/platform, isolate development homes when configured, and migrate legacy defaults safely.","src/features/settings/SettingsModal.tsx; src/store/useSettingsStore.ts; src-tauri/src/commands/settings.rs; src-tauri/src/providers; src-tauri/src/utils/process.rs","docs/specs/2026-04-17-session-persistence-policy.md; docs/specs/2026-03-30-runtime-shell-selection.md; docs/specs/2026-05-21-settings-default-overrides.md; docs/specs/2026-05-23-dev-home-isolation.md; docs/guide/settings.md","unit+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun settings store/modal tests and backend shell/session policy tests after runtime policy changes.","No defects recorded in current audit.","Verified settings store/modal/update tests and backend shell/session/provider policy tests on 2026-06-23."
